S0,K,T,r,q,v0,kappa,theta,sigma_v,rho,price
105.0,110.89829676092161,1.0,0.05,0.0,0.08397490823701881,2.489625156108308,0.07331964742420356,0.4635966813074075,-0.8505189904003184,10.714906295475096
105.0,114.46186576695283,1.0,0.05,0.0,0.05666752139979421,2.359803365146683,0.0446524295110003,0.18929501372812169,-0.4652704624124644,7.439766000210676
105.0,101.84291182715276,1.0,0.05,0.0,0.06247490505922012,3.146268659457492,0.07885364618683377,0.5222308916200927,-0.9346476162083601,15.447042116217556
105.0,81.24013898457878,1.0,0.05,0.0,0.03465561934976059,3.114431153271851,0.06418052218938212,0.35721437063938755,-0.21240424606610542,28.830985575490466
105.0,97.27139811213974,1.0,0.05,0.0,0.045611878603065543,0.6076015431105846,0.07001786383624431,0.2899969031574746,-0.6036805234265041,16.75835899162057
105.0,120.10233198353721,1.0,0.05,0.0,0.047303200821199515,2.0096817070711097,0.016082294257461875,0.23911412607349197,-0.4564797346255551,3.2801369111004828
105.0,126.2001059149186,1.0,0.05,0.0,0.032797649038738934,3.3495238797438054,0.07355048621852638,0.24683616413055703,-0.6654962559038523,4.693830164225676
105.0,114.12524271232479,1.0,0.05,0.0,0.017765746254432013,4.860177908385303,0.05706708743892276,0.5917512090910383,-0.21469237246208106,7.440091928094815
105.0,116.53350529236494,1.0,0.05,0.0,0.020312300620623176,2.3965881040761747,0.08971255154371678,0.42583188333781397,-0.5674683404659007,7.503957635241699
105.0,113.07641770647932,1.0,0.05,0.0,0.017827186406133934,4.606046153430651,0.08031053228135754,0.10962855302110498,-0.9320795301669716,9.626075324669543
105.0,99.14438271537213,1.0,0.05,0.0,0.07927811321427564,4.802469379387404,0.02507376732150942,0.21463370678213073,-0.21422365422259748,14.115225076911921
105.0,88.43176377400931,1.0,0.05,0.0,0.02312441661031362,3.411012309458907,0.06844617117167086,0.6832782519436518,-0.1180277823607565,23.034435270699028
105.0,125.71066864747259,1.0,0.05,0.0,0.08196991252297996,0.5892386886400628,0.07297969349066029,0.2668099241966123,-0.5954754529813902,5.577176234627759
105.0,75.9396669837644,1.0,0.05,0.0,0.010725518595124125,4.4628602888725455,0.0628103329922513,0.414491597974345,-0.5620104165592925,33.439037808162695
105.0,122.0956450790912,1.0,0.05,0.0,0.03383176796786255,2.9581963226597643,0.048228096974404215,0.10421350668503965,-0.7007699586798551,4.473605152239402
105.0,115.99758776899594,1.0,0.05,0.0,0.022898510660347503,2.418434228353108,0.06908755330700303,0.4816469663154218,-0.3833305998107267,6.704148665381173
105.0,75.70596600297853,1.0,0.05,0.0,0.08413896199070083,3.211156424604665,0.06251943694702217,0.27419048067813456,-0.7260401127455759,34.09344653838267
105.0,118.65880103055541,1.0,0.05,0.0,0.014412993719358193,1.978099403647474,0.08927768963626972,0.5595238231603246,-0.8989593983516877,5.237991677388536
105.0,94.68508963928885,1.0,0.05,0.0,0.06340845976710129,1.6713104482410432,0.08514673093721623,0.4551420383455801,-0.29411227446790444,19.707790097942443
105.0,115.33509740372189,1.0,0.05,0.0,0.036586757962477574,3.9480301719864634,0.0861607389712558,0.8105422287918621,-0.5257540057352939,8.479326858141228
105.0,119.37207795374022,1.0,0.05,0.0,0.027203712290189787,4.210957257471575,0.0760877388192351,0.7621351942143262,-0.1134726687630242,6.858253333779718
105.0,82.08914350845363,1.0,0.05,0.0,0.04739068995558285,4.852211039040234,0.024639860628897444,0.16882855262131907,-0.6694717183688836,27.310343458554815
105.0,100.54297456643317,1.0,0.05,0.0,0.027860717055767488,2.8931499488183428,0.070393179981024,0.19359167194116417,-0.4898403192870764,14.962600337601554
105.0,120.85239365423382,1.0,0.05,0.0,0.04615033551521846,0.872344891582405,0.07767441549038942,0.1285976053205475,-0.7644437803743388,5.772067525894375
105.0,126.4536051545822,1.0,0.05,0.0,0.042036197635280846,2.395526758561131,0.08772521606956182,0.2581166291948087,-0.6172129743339119,5.191340451739978
105.0,94.0897631954795,1.0,0.05,0.0,0.06538728243540062,2.0917372063755924,0.043229404651527796,0.10737451416687241,-0.3391288711020064,18.76439816878014
105.0,99.733947140334,1.0,0.05,0.0,0.0384585296020351,3.0480435392843885,0.06339538339388477,0.21191803454163236,-0.25273299807554594,15.328131902046616
105.0,97.51291221936576,1.0,0.05,0.0,0.08251409438441862,4.488491991807589,0.08819916471505798,0.15006321608299727,-0.9342074555666252,18.816690055599153
105.0,81.98192167262951,1.0,0.05,0.0,0.011613341667011716,0.5573390589370502,0.06305807755985772,0.2108243429794021,-0.776097012048812,27.50056627685017
105.0,102.91306610931781,1.0,0.05,0.0,0.07669882287938315,3.4192828889945743,0.071438989101213,0.5513612194049305,-0.2942855795450615,14.649006852113255
105.0,107.91188360061726,1.0,0.05,0.0,0.03609442011876782,3.3077581465374366,0.08266139286391518,0.5426751781445605,-0.7340734914409998,11.680473431801184
105.0,97.2053841107734,1.0,0.05,0.0,0.08404145597765895,2.752611060962532,0.05597164849266145,0.5386135610821423,-0.15010506027114512,17.41983667607139
105.0,101.72659087522331,1.0,0.05,0.0,0.02382381841403379,0.8271776324939545,0.041948582252749333,0.17153766465125775,-0.6484226217388834,11.95422552968854
105.0,78.14948155333335,1.0,0.05,0.0,0.07650001253438382,4.007728588950733,0.08283846390600048,0.3126264786332932,-0.5579177123574883,32.3084359676502
105.0,86.34777650196908,1.0,0.05,0.0,0.052815004969431735,4.5801346877961695,0.07976860978744238,0.6235004338269055,-0.12136286121544704,25.452033395199955
105.0,132.83952354928593,1.0,0.05,0.0,0.03310418109083052,0.6191213755516292,0.05068678735225239,0.11685440709489321,-0.5400881295159521,1.635757776874234
105.0,100.11360618606504,1.0,0.05,0.0,0.07335441016217407,3.9756904738733723,0.022741106466928486,0.3832346926780644,-0.886763044552024,13.47615415357355
105.0,108.00420827268907,1.0,0.05,0.0,0.03035822626177455,4.354359477171862,0.07712489357432148,0.803326784914909,-0.8587288571647413,11.313820156677814
105.0,136.28530070840108,1.0,0.05,0.0,0.08405174758494499,1.9075383542138846,0.06824682147098883,0.18476959262347545,-0.9445321159370555,3.1856970530781394
105.0,76.65002619834496,1.0,0.05,0.0,0.07123603275252,3.445264569720659,0.02926433969140345,0.27433701600067273,-0.6085354340722757,32.57574843811847
105.0,100.28732066893947,1.0,0.05,0.0,0.031037403253820872,1.5553427106516169,0.04944947518550912,0.13769603459603835,-0.48212763378168016,13.79267509344508
105.0,115.56860942433723,1.0,0.05,0.0,0.08969545732785683,1.9763494969290227,0.052584454459478125,0.19033571016197398,-0.9078768667630932,8.497691111820007
105.0,126.45522149648718,1.0,0.05,0.0,0.02515036037233564,4.05068355183158,0.047040078108651406,0.26023142005934063,-0.596054887650661,3.0412325471528447
105.0,92.54974934103076,1.0,0.05,0.0,0.060439440685662996,1.4821991360404883,0.04070843571728652,0.3058778953195489,-0.6018082293186642,20.04980711483735
105.0,122.61802638759433,1.0,0.05,0.0,0.06944955939490961,4.6441034803008225,0.029949419362527,0.20953424663692288,-0.9203008763624128,3.574177488883769
105.0,85.38957030705414,1.0,0.05,0.0,0.038828434244897875,4.3125526974782264,0.041972194008323103,0.5107013091179825,-0.8482287094752663,25.43524179902373
105.0,110.07701820385593,1.0,0.05,0.0,0.07146410505903694,4.881230245359209,0.08233645519290342,0.6750935181064589,-0.4763048446748213,11.56602107298611
105.0,100.98253268856472,1.0,0.05,0.0,0.010595536336890483,4.2325977367533385,0.04527017709525717,0.6138317835585654,-0.5562512624047915,13.079793875281101
105.0,111.44437750410414,1.0,0.05,0.0,0.04932454710369167,3.743818277766545,0.03414484467963982,0.28414942911336916,-0.16889684257977433,7.58761823679035
105.0,130.1153476109623,1.0,0.05,0.0,0.04923607712926412,1.1673830618156802,0.02896120490343943,0.20864474873745037,-0.5280938397019882,2.0389299682992372
105.0,119.12066037952998,1.0,0.05,0.0,0.021257065175816228,3.7040541488284453,0.05167222214460636,0.3543529917916549,-0.33184976750963624,5.211125387953082
105.0,112.22367692936358,1.0,0.05,0.0,0.06762918304850105,3.7087191335343803,0.015265449153938784,0.1621638109276128,-0.4724528035658133,6.250515856373129
105.0,82.97167814210299,1.0,0.05,0.0,0.03605351730834477,3.4922938771715413,0.030606609816257714,0.45813831622378687,-0.7023500781274544,26.931425057709447
105.0,129.81550968130958,1.0,0.05,0.0,0.012478840411859286,1.9418613303619023,0.027635162099221698,0.3144338491040707,-0.311919464040456,0.8085640066093244
105.0,113.2713570405889,1.0,0.05,0.0,0.0836042466433642,4.636626340496176,0.06340846947723973,0.21342456605311722,-0.5586896384109752,9.573471746314858
105.0,136.03332075453005,1.0,0.05,0.0,0.04966080410256123,2.9186281520179174,0.06574897064856916,0.5123080070447692,-0.8724772980103896,1.5938479200904463
105.0,78.19965339169069,1.0,0.05,0.0,0.08632371970529094,0.9927873614643108,0.07314787625150951,0.2890128699387058,-0.40151008214022677,32.36628188839103
105.0,119.23041702916217,1.0,0.05,0.0,0.04709018161825042,4.741472727066039,0.05844117909285081,0.6771899805169602,-0.92552532374943,6.235671566491437
105.0,121.66037152203862,1.0,0.05,0.0,0.058785520155540484,2.3210576912766774,0.07408805392688461,0.16857364106353073,-0.19930650957822893,6.761249771222081
105.0,119.48414747550376,1.0,0.05,0.0,0.024114164473492735,1.7426352045579412,0.06952870862560447,0.11720219215977065,-0.7551976882353449,5.570653745686713
