S0,K,m,T,r,q,v0,kappa,theta,sigma_v,rho,FFT_price,FFT_time,MC_price,MC_time,MC_error,MC_error_%,NN_price,NN_time,NN_error,NN_error_%
105,98.7935468818926,0.9408909226846913,1.0222929881708929,0.09171966763177439,0,0.04228602473105996,3.4215213771709037,0.05565356663236798,0.11344550488944186,-0.4548227409369817,18.477317407408357,0.0014689000090584159,18.6020908112932,0.5984958000044571,0.12477340388484137,0.6752787817284251,18.55546073305745,9.121200011577457e-05,0.07814332564909421,0.42291488491594115
105,80.67773792040376,0.76835940876575,0.8834257878557163,0.004106751235855558,0,0.016608495233800005,3.2770080885389263,0.010871799483634332,0.21016640412910323,-0.18159162340068646,24.671043331223103,0.0015856999962124974,24.66423664076118,0.562769299998763,0.006806690461921505,0.027589795739635846,24.758408973166667,9.121200011577457e-05,0.08736564194356333,0.35412220217292306
105,142.9924321682498,1.3618326873166646,0.6663367947846833,0.05012139762874424,0,0.0867809368515671,3.551251423847734,0.08006989162676544,0.15170510906168905,-0.24499195630249693,1.570560494259734,0.0015504000039072707,1.5827034251992962,0.6243070999917109,0.012142930939562202,0.7731590718054854,1.6250529566388003,9.121200011577457e-05,0.05449246237906635,3.4696188130436045
105,126.15810869755367,1.2015057971195588,1.1882793658732174,-0.001390342219459148,0,0.08269435881482201,4.534666470681201,0.04934150645648855,0.44312932479352574,-0.4653473213595304,3.4340875429536424,0.0016287000034935772,3.390571400486413,0.6089647000044351,0.04351614246722946,1.2671820948921249,3.393203272676348,9.121200011577457e-05,0.040884270277294466,1.1905424589767475
105,76.20456979459063,0.7257578075675297,0.34348292206817455,0.04561641265446406,0,0.058265095991115345,0.7886528154478106,0.054779313074613714,0.2785300358870233,-0.38986235644088363,30.080668472315548,0.0015445000026375055,30.06326940657568,0.6119214999926044,0.01739906573986616,0.05784135334585141,30.07103461211496,9.121200011577457e-05,0.009633860200587208,0.03202674903801967
105,73.51993424906144,0.7001898499910613,1.0731174579258573,0.04384102849563936,0,0.07635958966586151,1.566900905768179,0.04381889953133659,0.234909116015163,-0.8835845407518786,35.84356791522615,0.001859000010881573,35.772766435768254,0.6207543999917107,0.07080147945789861,0.19752910654807476,35.81697293572778,9.121200011577457e-05,0.026594979498369753,0.0741973554677082
105,137.32747968794635,1.3078807589328223,0.5583265584419763,0.07642518342867713,0,0.0707350013054479,2.6565526784323263,0.08350115968928866,0.3150143347375566,-0.2689024847368181,1.4869594951680756,0.0016504000086570159,1.49865442067847,0.6166605999897001,0.011694925510394416,0.7864992656758617,1.547015438048825,9.121200011577457e-05,0.06005594288074945,4.038841883447615
105,71.63939315356562,0.682279934795863,0.8783490753103824,0.05947529103774806,0,0.015343852339099993,1.1068477586209984,0.05648548689375747,0.337935222254522,-0.29026484374612305,37.12526718449687,0.0015258000057656318,37.1144498890671,0.6457185000035679,0.01081729542976717,0.0291372864093066,37.14764688631207,9.121200011577457e-05,0.022379701815196995,0.06028159125153052
105,138.81884289535813,1.32208421805103,1.063963607442528,0.07113420592413977,0,0.05472745473249035,3.3922981857958394,0.04133228771008208,0.40702108495477396,-0.2564814709513631,2.0536753604567446,0.0016642999980831519,2.0326418388720744,0.6338972999947146,0.0210335215846702,1.0241892165464883,2.113725925177116,9.121200011577457e-05,0.06005056472037129,2.9240534252217856
105,98.25749143941084,0.9357856327562938,0.5753344080915711,0.0750136182876305,0,0.03319084350713103,4.235275744487126,0.04999773435565551,0.5372051143550461,-0.2612657517626814,13.261048164051578,0.001753899996401742,13.273215698542865,0.6973366000020178,0.012167534491286602,0.09175394237893425,13.430286732565765,9.121200011577457e-05,0.16923856851418684,1.2762080826534021
